0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0.1502219968365721,0.10707056310079,0.1275853346861784,1.0,1.0,1.0,0.96216355904671,0.2189723732928882,0.7708901499775338,0.6682788824194754,0.0497602304147196,0.8974470553984908,0.3905321803790904,0.6825606522619146,0.554814034273849,0.7322432729818645,0.3426059603584641,0.4018486438788871,1.361984285333408,1.257413788866628,0.5305880425399981,0.6132601638845555,0.7189369282657225,1.4163974736866956,1.041208932557817,1.213376570050425,1.1280583855938018,0.970639744380312,0.7957365934488773,1.0614934801374512,0.6892806194879366,0.7879230462566725,1.1375486567434687,1.2231562964565983
