0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0.1371298082591159,0.0668880693380503,0.1232178260152302,1.0,1.0,1.0,3.626438899092588,7.946740179998594,5.584325354350616,2.2247324826038604,0.81513095602548,0.8761115638531844,1.277010494925547,1.6373503092315878,0.0221954897286195,1.1681006214274663,0.109082308233942,1.709880645216206,3.0983410226896444,2.873337899504847,0.5477888541197274,0.8579971916061495,0.2190732758207309,2.0356749750246173,1.0603740544878577,1.1318225870639962,4.120372668834043,1.986740389776385,0.9105916318458072,2.9855798953494688,4.279551626025387,2.683088181036014,4.765337984837377,2.056375416475696
