0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0.1824429169006257,0.1717606644521326,0.1323511537469529,1.0,1.0,1.0,1.476220785381254,1.87833991579782,1.948120155605636,1.2114329170754212,0.3106681756752923,0.0701537650817063,0.3089574149391603,0.1834503663470706,0.0696395954970768,0.1371198794822519,0.1801588128218622,0.4398558436962188,0.2669232751637174,0.3349339402969634,2.267873036262519,3.3344104022637406,2.4650637852905426,0.7377570135743748,1.3748620105295026,0.7372446692070839,1.4113985512421907,0.8650568165687622,0.8582050899261124,0.8899389856764737,0.9280601053313589,1.232428836038952,0.6415630413803324,1.009541307926708
