0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
scenario_base,0.13,0.13,0.13,1.0,1.0,1.0,3.5,7.0,5.0,2.0,0.15,0.7,1.5,2.0,0.05,0.75,0.1,0.9,1.25,2.5,0.6,0.9,0.6,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.5,2.5,2.5,2.0
